Plenarprotokoll	PLE	Cap	B-PLENARYPRO
Benning	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Andre	PAR	Cap	B-PARAGRAPH
Berghegger	PAR	Cap	I-PARAGRAPH
Dr.	TITLE	Cap	B-TITLE
Christoph	NAME	Cap	B-NAME
Bergner	NAME	Cap	I-NAME

Ute	NAME	Cap	B-NAME
Bertram	NAME	Cap	I-NAME

Peter	NAME	Cap	B-NAME
Beyer	NAME	Cap	I-NAME

Steffen	NAME	Cap	B-NAME
Bilger	NAME	Cap	I-NAME

Clemens	NAME	Cap	B-NAME
Binninger	NAME	Cap	I-NAME

Peter	NAME	Cap	B-NAME
Bleser	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Maria	NAME	Cap	B-NAME
Böhmer	NAME	Cap	I-NAME

Wolfgang	NAME	Cap	B-NAME
Bosbach	NAME	Cap	I-NAME

Norbert	NAME	Cap	B-NAME
Brackmann	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Brand	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Reinhard	NAME	Cap	B-NAME
Brandl	NAME	Cap	I-NAME

Helmut	NAME	Cap	B-NAME
Brandt	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Ralf	NAME	Cap	B-NAME
Brauksiepe	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Helge	NAME	Cap	B-NAME
Braun	NAME	Cap	I-NAME

Heike	NAME	Cap	B-NAME
Brehmer	NAME	Cap	I-NAME

Ralph	NAME	Cap	B-NAME
Brinkhaus	NAME	Cap	I-NAME

Cajus	NAME	Cap	B-NAME
Caesar	NAME	Cap	I-NAME

Gitta	NAME	Cap	B-NAME
Connemann	NAME	Cap	I-NAME

Alexandra	NAME	Cap	B-NAME
Dinges-Dierig	NAME	Cap	I-NAME

Alexander	NAME	Cap	B-NAME
Dobrindt	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Donth	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Dörflinger	NAME	Cap	I-NAME

Marie-Luise	NAME	Cap	B-NAME
Dött	NAME	Cap	I-NAME

Hansjörg	NAME	Cap	B-NAME
Durz	NAME	Cap	I-NAME

Jutta	NAME	Cap	B-NAME
Eckenbach	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Bernd	NAME	Cap	B-NAME
Fabritius	NAME	Cap	I-NAME

Hermann	NAME	Cap	B-NAME
Färber	NAME	Cap	I-NAME

Uwe	NAME	Cap	B-NAME
Feiler	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Thomas	NAME	Cap	B-NAME
Feist	NAME	Cap	I-NAME

Enak	NAME	Cap	B-NAME
Ferlemann	NAME	Cap	I-NAME

Ingrid	NAME	Cap	B-NAME
Fischbach	NAME	Cap	I-NAME

Dirk	NAME	Cap	B-NAME
Fischer	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Hamburg	STATE	Cap	B-STATE
)	BRACKET	NoCap	B-EBRACKET

Axel	NAME	Cap	B-NAME
E.	NAME	Cap	I-NAME
Fischer	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
KarlsruheLand	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Maria	NAME	Cap	B-NAME
Flachsbarth	NAME	Cap	I-NAME

Klaus-Peter	NAME	Cap	B-NAME
Flosbach	NAME	Cap	I-NAME

Thorsten	NAME	Cap	B-NAME
Frei	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Astrid	NAME	Cap	B-NAME
Freudenstein	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Hans-Peter	NAME	Cap	B-NAME
Friedrich	NAME	Cap	I-NAME

(	BRACKET	NoCap	B-BBRACKET
Hof	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Michael	NAME	Cap	B-NAME
Frieser	NAME	Cap	I-NAME

Hans-Joachim	NAME	Cap	B-NAME
Fuchtel	NAME	Cap	I-NAME

Alexander	NAME	Cap	B-NAME
Funk	NAME	Cap	I-NAME

Ingo	NAME	Cap	B-NAME
Gädechens	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Thomas	NAME	Cap	B-NAME
Gebhart	NAME	Cap	I-NAME

Alois	NAME	Cap	B-NAME
Gerig	NAME	Cap	I-NAME

Eberhard	NAME	Cap	B-NAME
Gienger	NAME	Cap	I-NAME

Cemile	NAME	Cap	B-NAME
Giousouf	NAME	Cap	I-NAME

Ursula	NAME	Cap	B-NAME
Groden-Kranich	NAME	Cap	I-NAME

Hermann	NAME	Cap	B-NAME
Gröhe	NAME	Cap	I-NAME

Klaus-Dieter	NAME	Cap	B-NAME
Gröhler	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Grosse-Brömer	NAME	Cap	I-NAME

Astrid	NAME	Cap	B-NAME
Grotelüschen	NAME	Cap	I-NAME

Markus	NAME	Cap	B-NAME
Grübel	NAME	Cap	I-NAME

Manfred	NAME	Cap	B-NAME
Grund	NAME	Cap	I-NAME

Oliver	NAME	Cap	B-NAME
Grundmann	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Herlind	NAME	Cap	B-NAME
Gundelach	NAME	Cap	I-NAME

Monika	NAME	Cap	B-NAME
Grütters	NAME	Cap	I-NAME

Fritz	NAME	Cap	B-NAME
Güntzler	NAME	Cap	I-NAME

Christian	NAME	Cap	B-NAME
Haase	NAME	Cap	I-NAME

Florian	NAME	Cap	B-NAME
Hahn	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Stephan	NAME	Cap	B-NAME
Harbarth	NAME	Cap	I-NAME

Jürgen	NAME	Cap	B-NAME
Hardt	NAME	Cap	I-NAME

Gerda	NAME	Cap	B-NAME
Hasselfeldt	NAME	Cap	I-NAME

Matthias	NAME	Cap	B-NAME
Hauer	NAME	Cap	I-NAME

Mark	NAME	Cap	B-NAME
Hauptmann	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Matthias	NAME	Cap	B-NAME
Heider	NAME	Cap	I-NAME

Helmut	NAME	Cap	B-NAME
Heiderich	NAME	Cap	I-NAME

Mechthild	NAME	Cap	B-NAME
Heil	NAME	Cap	I-NAME

Frank	NAME	Cap	B-NAME
Heinrich	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Chemnitz	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Mark	NAME	Cap	B-NAME
Helfrich	NAME	Cap	I-NAME

Jörg	NAME	Cap	B-NAME
Hellmuth	NAME	Cap	I-NAME

Rudolf	NAME	Cap	B-NAME
Henke	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Hennrich	NAME	Cap	I-NAME

Ansgar	NAME	Cap	B-NAME
Heveling	NAME	Cap	I-NAME

Peter	NAME	Cap	B-NAME
Hintze	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Heribert	NAME	Cap	B-NAME
Hirte	NAME	Cap	I-NAME

Christian	NAME	Cap	B-NAME
Hirte	NAME	Cap	I-NAME

Robert	NAME	Cap	B-NAME
Hochbaum	NAME	Cap	I-NAME

Alexander	NAME	Cap	B-NAME
Hoffmann	NAME	Cap	I-NAME

Karl	NAME	Cap	B-NAME
Holmeier	NAME	Cap	I-NAME

Franz-Josef	NAME	Cap	B-NAME
Holzenkamp	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Hendrik	NAME	Cap	B-NAME
Hoppenstedt	NAME	Cap	I-NAME

Margaret	NAME	Cap	B-NAME
Horb	NAME	Cap	I-NAME

Bettina	NAME	Cap	B-NAME
Hornhues	NAME	Cap	I-NAME

Charles	NAME	Cap	B-NAME
M.	NAME	Cap	I-NAME
Huber	NAME	Cap	I-NAME

Anette	NAME	Cap	B-NAME
Hübinger	NAME	Cap	I-NAME

Hubert	NAME	Cap	B-NAME
Hüppe	NAME	Cap	I-NAME

Erich	NAME	Cap	B-NAME
Irlstorfer	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Jarzombek	NAME	Cap	I-NAME

Sylvia	NAME	Cap	B-NAME
Jörrißen	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Franz	NAME	Cap	B-NAME
Josef	NAME	Cap	I-NAME
Jung	NAME	Cap	I-NAME

Xaver	NAME	Cap	B-NAME
Jung	NAME	Cap	I-NAME

Andreas	NAME	Cap	B-NAME
Jung	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Konstanz	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Egon	NAME	Cap	B-NAME
Jüttner	NAME	Cap	I-NAME

Bartholomäus	NAME	Cap	B-NAME
Kalb	NAME	Cap	I-NAME

Hans-Werner	NAME	Cap	B-NAME
Kammer	NAME	Cap	I-NAME

Steffen	NAME	Cap	B-NAME
Kampeter	NAME	Cap	I-NAME

Steffen	NAME	Cap	B-NAME
Kanitz	NAME	Cap	I-NAME

Alois	NAME	Cap	B-NAME
Karl	NAME	Cap	I-NAME

Anja	NAME	Cap	B-NAME
Karliczek	NAME	Cap	I-NAME

Bernhard	NAME	Cap	B-NAME
Kaster	NAME	Cap	I-NAME

Volker	NAME	Cap	B-NAME
Kauder	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Stefan	NAME	Cap	B-NAME
Kaufmann	NAME	Cap	I-NAME

Roderich	NAME	Cap	B-NAME
Kiesewetter	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Georg	NAME	Cap	B-NAME
Kippels	NAME	Cap	I-NAME

Volkmar	NAME	Cap	B-NAME
Klein	NAME	Cap	I-NAME

Jürgen	NAME	Cap	B-NAME
Klimke	NAME	Cap	I-NAME

Axel	NAME	Cap	B-NAME
Knoerig	NAME	Cap	I-NAME

Jens	NAME	Cap	B-NAME
Koeppen	NAME	Cap	I-NAME

Markus	NAME	Cap	B-NAME
Koob	NAME	Cap	I-NAME

Carsten	NAME	Cap	B-NAME
Körber	NAME	Cap	I-NAME

Hartmut	NAME	Cap	B-NAME
Koschyk	NAME	Cap	I-NAME

Kordula	NAME	Cap	B-NAME
Kovac	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Kretschmer	NAME	Cap	I-NAME

Gunther	NAME	Cap	B-NAME
Krichbaum	NAME	Cap	I-NAME

Rüdiger	NAME	Cap	B-NAME
Kruse	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Roy	NAME	Cap	B-NAME
Kühne	NAME	Cap	I-NAME

Uwe	NAME	Cap	B-NAME
Lagosky	NAME	Cap	I-NAME

Andreas	NAME	Cap	B-NAME
G.	NAME	Cap	I-NAME
Lämmel	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Norbert	NAME	Cap	B-NAME
Lammert	NAME	Cap	I-NAME

Katharina	NAME	Cap	B-NAME
Landgraf	NAME	Cap	I-NAME

Ulrich	NAME	Cap	B-NAME
Lange	NAME	Cap	I-NAME

Barbara	NAME	Cap	B-NAME
Lanzinger	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Silke	NAME	Cap	B-NAME
Launert	NAME	Cap	I-NAME

Paul	NAME	Cap	B-NAME
Lehrieder	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Katja	NAME	Cap	B-NAME
Leikert	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Philipp	NAME	Cap	B-NAME
Lengsfeld	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Andreas	NAME	Cap	B-NAME
Lenz	NAME	Cap	I-NAME

Philipp	NAME	Cap	B-NAME
Graf	NAME	Cap	I-NAME
Lerchenfeld	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Ursula	NAME	Cap	B-NAME
von	NAME	NoCap	I-NAME
der	NAME	NoCap	I-NAME
Leyen	NAME	Cap	I-NAME

Antje	NAME	Cap	B-NAME
Lezius	NAME	Cap	I-NAME

Ingbert	NAME	Cap	B-NAME
Liebing	NAME	Cap	I-NAME

Matthias	NAME	Cap	B-NAME
Lietz	NAME	Cap	I-NAME

Andrea	NAME	Cap	B-NAME
Lindholz	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Carsten	NAME	Cap	B-NAME
Linnemann	NAME	Cap	I-NAME

Patricia	NAME	Cap	B-NAME
Lips	NAME	Cap	I-NAME

Wilfried	NAME	Cap	B-NAME
Lorenz	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Claudia	NAME	Cap	B-NAME
Lücking-Michel	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Jan-Marco	NAME	Cap	B-NAME
Luczak	NAME	Cap	I-NAME

Daniela	NAME	Cap	B-NAME
Ludwig	NAME	Cap	I-NAME

Karin	NAME	Cap	B-NAME
Maag	NAME	Cap	I-NAME

Yvonne	NAME	Cap	B-NAME
Magwas	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Mahlberg	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Thomas	NAME	Cap	B-NAME
de	NAME	NoCap	I-NAME
Maizière	NAME	Cap	I-NAME

Gisela	NAME	Cap	B-NAME
Manderla	NAME	Cap	I-NAME

Matern	NAME	Cap	B-NAME
von	NAME	NoCap	I-NAME
Marschall	NAME	Cap	I-NAME

Andreas	NAME	Cap	B-NAME
Mattfeldt	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Michael	NAME	Cap	B-NAME
Meister	NAME	Cap	I-NAME

Jan	NAME	Cap	B-NAME
Metzler	NAME	Cap	I-NAME

Maria	NAME	Cap	B-NAME
Michalk	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
h.	NAME	NoCap	B-NAME
c.	NAME	NoCap	I-NAME
Hans	NAME	Cap	I-NAME
Michelbach	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Mathias	NAME	Cap	B-NAME
Middelberg	NAME	Cap	I-NAME

Philipp	NAME	Cap	B-NAME
Mißfelder	NAME	Cap	I-NAME

Dietrich	NAME	Cap	B-NAME
Monstadt	NAME	Cap	I-NAME

Karsten	NAME	Cap	B-NAME
Möring	NAME	Cap	I-NAME

Elisabeth	NAME	Cap	B-NAME
Motschmann	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Gerd	NAME	Cap	B-NAME
Müller	NAME	Cap	I-NAME

Carsten	NAME	Cap	B-NAME
Müller	NAME	Cap	I-NAME

(	BRACKET	NoCap	B-BBRACKET
Braunschweig	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Stefan	NAME	Cap	B-NAME
Müller	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Erlangen	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Philipp	NAME	Cap	B-NAME
Murmann	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Andreas	NAME	Cap	B-NAME
Nick	NAME	Cap	I-NAME

Michaela	NAME	Cap	B-NAME
Noll	NAME	Cap	I-NAME

Helmut	NAME	Cap	B-NAME
Nowak	NAME	Cap	I-NAME

Wilfried	NAME	Cap	B-NAME
Oellers	NAME	Cap	I-NAME

Florian	NAME	Cap	B-NAME
Oßner	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Tim	NAME	Cap	B-NAME
Ostermann	NAME	Cap	I-NAME

Henning	NAME	Cap	B-NAME
Otte	NAME	Cap	I-NAME

Ingrid	NAME	Cap	B-NAME
Pahlmann	NAME	Cap	I-NAME

Sylvia	NAME	Cap	B-NAME
Pantel	NAME	Cap	I-NAME

Martin	NAME	Cap	B-NAME
Patzelt	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Martin	NAME	Cap	B-NAME
Pätzold	NAME	Cap	I-NAME

Ulrich	NAME	Cap	B-NAME
Petzold	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Joachim	NAME	Cap	B-NAME
Pfeiffer	NAME	Cap	I-NAME

Sibylle	NAME	Cap	B-NAME
Pfeiffer	NAME	Cap	I-NAME

Ronald	NAME	Cap	B-NAME
Pofalla	NAME	Cap	I-NAME

Kerstin	NAME	Cap	B-NAME
Radomski	NAME	Cap	I-NAME

Alexander	NAME	Cap	B-NAME
Radwan	NAME	Cap	I-NAME

Alois	NAME	Cap	B-NAME
Rainer	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Peter	NAME	Cap	B-NAME
Ramsauer	NAME	Cap	I-NAME

Eckhardt	NAME	Cap	B-NAME
Rehberg	NAME	Cap	I-NAME

Katherina	NAME	Cap	B-NAME
Reiche	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Potsdam	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Lothar	NAME	Cap	B-NAME
Riebsamen	NAME	Cap	I-NAME

Josef	NAME	Cap	B-NAME
Rief	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Heinz	NAME	Cap	B-NAME
Riesenhuber	NAME	Cap	I-NAME

Johannes	NAME	Cap	B-NAME
Röring	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Norbert	NAME	Cap	B-NAME
Röttgen	NAME	Cap	I-NAME

Erwin	NAME	Cap	B-NAME
Rüddel	NAME	Cap	I-NAME

Albert	NAME	Cap	B-NAME
Rupprecht	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Weiden	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Anita	NAME	Cap	B-NAME
Schäfer	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Saalstadt	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Wolfgang	NAME	Cap	B-NAME
Schäuble	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Annette	NAME	Cap	B-NAME
Schavan	NAME	Cap	I-NAME

Karl	NAME	Cap	B-NAME
Schiewerling	NAME	Cap	I-NAME

Jana	NAME	Cap	B-NAME
Schimke	NAME	Cap	I-NAME

Norbert	NAME	Cap	B-NAME
Schindler	NAME	Cap	I-NAME

Tankred	NAME	Cap	B-NAME
Schipanski	NAME	Cap	I-NAME

Heiko	NAME	Cap	B-NAME
Schmelzle	NAME	Cap	I-NAME

Christian	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Fürth	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Gabriele	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Ühlingen	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Patrick	NAME	Cap	B-NAME
Schnieder	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Andreas	NAME	Cap	B-NAME
Schockenhoff	NAME	Cap	I-NAME

Nadine	NAME	Cap	B-NAME
Schön	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
St	PAR	Cap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
Wendel	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Ole	NAME	Cap	B-NAME
Schröder	NAME	Cap	I-NAME

Bernhard	NAME	Cap	B-NAME
Schulte-Drüggelte	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Klaus-Peter	NAME	Cap	B-NAME
Schulze	NAME	Cap	I-NAME

Uwe	NAME	Cap	B-NAME
Schummer	NAME	Cap	I-NAME

Armin	NAME	Cap	B-NAME
Schuster	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Weil	PAR	Cap	B-PARAGRAPH
am	PAR	NoCap	I-PARAGRAPH

Rhein	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Christina	NAME	Cap	B-NAME
Schwarzer	NAME	Cap	I-NAME

Detlef	NAME	Cap	B-NAME
Seif	NAME	Cap	I-NAME

Johannes	NAME	Cap	B-NAME
Selle	NAME	Cap	I-NAME

Reinhold	NAME	Cap	B-NAME
Sendker	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Patrick	NAME	Cap	B-NAME
Sensburg	NAME	Cap	I-NAME

Bernd	NAME	Cap	B-NAME
Siebert	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Silberhorn	NAME	Cap	I-NAME

Johannes	NAME	Cap	B-NAME
Singhammer	NAME	Cap	I-NAME

Tino	NAME	Cap	B-NAME
Sorge	NAME	Cap	I-NAME

162	NUM	NoCap	B-NUMBER
Deutscher	PAR	Cap	B-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Wahlperiode	PAR	Cap	B-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
3	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Sitzung	MEETING	Cap	B-MEETING
.	DOT	NoCap	B-DOT
Berlin	STATE	Cap	B-STATE
,	DOT	NoCap	B-DOT
Donnerstag	WEEKDAY	Cap	B-WEEKDAY
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
28	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
November	MONTH	Cap	B-MONTH
2013	NUM	NoCap	B-NUMBER

Vizepräsident	PRE	Cap	B-PRESIDENT
Johannes	NAME	Cap	B-NAME
Singhammer	NAME	Cap	I-NAME

(	BRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
C	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

(	BRACKET	NoCap	B-BBRACKET
D	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Jens	NAME	Cap	B-NAME
Spahn	NAME	Cap	I-NAME

Carola	NAME	Cap	B-NAME
Stauche	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Wolfgang	NAME	Cap	B-NAME
Stefinger	NAME	Cap	I-NAME

Albert	NAME	Cap	B-NAME
Stegemann	NAME	Cap	I-NAME

Peter	NAME	Cap	B-NAME
Stein	NAME	Cap	I-NAME

Erika	NAME	Cap	B-NAME
Steinbach	NAME	Cap	I-NAME

Sebastian	NAME	Cap	B-NAME
Steineke	NAME	Cap	I-NAME

Johannes	NAME	Cap	B-NAME
Steiniger	NAME	Cap	I-NAME

Christian	NAME	Cap	B-NAME
Freiherr	NAME	Cap	I-NAME
von	NAME	NoCap	I-NAME
Stetten	NAME	Cap	I-NAME

Dieter	NAME	Cap	B-NAME
Stier	NAME	Cap	I-NAME

Rita	NAME	Cap	B-NAME
Stockhofe	NAME	Cap	I-NAME

Gero	NAME	Cap	B-NAME
Storjohann	NAME	Cap	I-NAME

Stephan	NAME	Cap	B-NAME
Stracke	NAME	Cap	I-NAME

Max	NAME	Cap	B-NAME
Straubinger	NAME	Cap	I-NAME

Matthäus	NAME	Cap	B-NAME
Strebl	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Stritzl	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Strobl	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Heilbronn	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Lena	NAME	Cap	B-NAME
Strothmann	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Stübgen	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Sabine	NAME	Cap	B-NAME
Sütterlin-Waack	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Peter	NAME	Cap	B-NAME
Tauber	NAME	Cap	I-NAME

Antje	NAME	Cap	B-NAME
Tillmann	NAME	Cap	I-NAME

Astrid	NAME	Cap	B-NAME
Timmermann-Fechter	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Volker	NAME	Cap	B-NAME
Ullrich	NAME	Cap	I-NAME

Arnold	NAME	Cap	B-NAME
Vaatz	NAME	Cap	I-NAME

Oswin	NAME	Cap	B-NAME
Veith	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Viesehon	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Vietz	NAME	Cap	I-NAME

Volkmar	NAME	Cap	B-NAME
Vogel	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Kleinsaara	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Sven	NAME	Cap	B-NAME
Volmering	NAME	Cap	I-NAME

Christel	NAME	Cap	B-NAME
Voßbeck-Kayser	NAME	Cap	I-NAME

Kees	NAME	Cap	B-NAME
de	NAME	NoCap	I-NAME
Vries	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Johann	NAME	Cap	B-NAME
Wadephul	NAME	Cap	I-NAME

Marco	NAME	Cap	B-NAME
Wanderwitz	NAME	Cap	I-NAME

Nina	NAME	Cap	B-NAME
Warken	NAME	Cap	I-NAME

Kai	NAME	Cap	B-NAME
Wegner	NAME	Cap	I-NAME

Albert	NAME	Cap	B-NAME
Weiler	NAME	Cap	I-NAME

Marcus	NAME	Cap	B-NAME
Weinberg	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Hamburg	STATE	Cap	B-STATE
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Anja	NAME	Cap	B-NAME
Weisgerber	NAME	Cap	I-NAME

Peter	NAME	Cap	B-NAME
Weiß	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Emmendingen	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Sabine	NAME	Cap	B-NAME
Weiss	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Wesel	PAR	Cap	B-PARAGRAPH
I	PAR	Cap	I-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Ingo	NAME	Cap	B-NAME
Wellenreuther	NAME	Cap	I-NAME

Karl-Georg	NAME	Cap	B-NAME
Wellmann	NAME	Cap	I-NAME

Marian	NAME	Cap	B-NAME
Wendt	NAME	Cap	I-NAME

Kai	NAME	Cap	B-NAME
Whittaker	NAME	Cap	I-NAME

Peter	NAME	Cap	B-NAME
