Plenarprotokoll	PLE	Cap	B-PLENARYPRO
deutsche	PAR	NoCap	I-PARAGRAPH
Industrie	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
abgehört	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Es	PAR	Cap	B-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
um	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
80	NUM	NoCap	B-NUMBER
MillionenDeutschen	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
abgehört	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
dürfen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
und	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
LINKEN	FRACT	Cap	B-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Das	PAR	Cap	B-PARAGRAPH
heißt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ein	PAR	NoCap	B-PARAGRAPH
No-Spy-Abkommen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
das	PAR	NoCap	B-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
schützt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
nur	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
deutsche	PAR	NoCap	I-PARAGRAPH
Industrie	PAR	Cap	I-PARAGRAPH
schützt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ist	PAR	NoCap	B-PARAGRAPH
ja	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
schön	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
wichtige	PAR	NoCap	I-PARAGRAPH
Punkte	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Auch	PAR	Cap	B-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
will	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Kanzlerin	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
NSA	PAR	Cap	I-PARAGRAPH
abgehört	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aber	PAR	Cap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
letztlich	PAR	NoCap	I-PARAGRAPH
um	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
ganze	PAR	NoCap	I-PARAGRAPH
deutsche	PAR	NoCap	I-PARAGRAPH
Bevölkerung	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Lassen	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
mich	PAR	NoCap	I-PARAGRAPH
abschließend	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
lange	PAR	NoCap	I-PARAGRAPH
habe	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
nie	PAR	NoCap	I-PARAGRAPH
reden	PAR	NoCap	I-PARAGRAPH
dürfen;	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
hätte	PAR	NoCap	I-PARAGRAPH
sogar	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
viel	PAR	NoCap	I-PARAGRAPH
mehr	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON

(	BRACKET	NoCap	B-BBRACKET
Heiterkeit	MOOD	Cap	B-MOOD
)	BRACKET	NoCap	B-EBRACKET

Wir	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Sitzung	MEETING	Cap	B-MEETING
beantragt	PAR	NoCap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
gesagt	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
ganze	PAR	NoCap	I-PARAGRAPH
Problem	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Plenum	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Deutschen	PAR	Cap	I-PARAGRAPH
Bundestages	PAR	Cap	I-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wir	PAR	NoCap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
Forderungen	PAR	Cap	I-PARAGRAPH
gestellt	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
unserem	PAR	NoCap	I-PARAGRAPH
Antrag	PAR	Cap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
aufgelistet	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
vertreten	PAR	NoCap	B-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
60	NUM	NoCap	B-NUMBER
Prozent	PAR	Cap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
deutschen	PAR	NoCap	I-PARAGRAPH
Bevölkerung	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Deshalb	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
notwendig	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
unseren	PAR	NoCap	I-PARAGRAPH
Verlangen	PAR	Cap	I-PARAGRAPH
nachkommen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
unsere	PAR	NoCap	I-PARAGRAPH
Aufgabe	PAR	Cap	I-PARAGRAPH
ernst	PAR	NoCap	I-PARAGRAPH
nehmen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Wenn	PAR	Cap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Regierung	PAR	Cap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dann	PAR	NoCap	B-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Opposition	PAR	Cap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Es	PAR	Cap	B-PARAGRAPH
gehtum	PAR	NoCap	I-PARAGRAPH
unsere	PAR	NoCap	I-PARAGRAPH
Aufgabe	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
Telekommunikationsbeziehungen	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
deutschen	PAR	NoCap	I-PARAGRAPH
Bevölkerung	PAR	Cap	I-PARAGRAPH
wieder	PAR	NoCap	I-PARAGRAPH
sicher	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
es	PAR	NoCap	B-PARAGRAPH
zumindest	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
versuchen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Darum	PAR	Cap	B-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Deshalb	PAR	Cap	B-PARAGRAPH
hatten	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
heutige	PAR	NoCap	I-PARAGRAPH
Sitzung	MEETING	Cap	B-MEETING
beantragt	PAR	NoCap	B-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
und	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
LINKEN	FRACT	Cap	B-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Vizepräsidentin	PRE	Cap	B-PARAGRAPH
Edelgard	NAME	Cap	I-PARAGRAPH
Bulmahn	NAME	Cap	I-PARAGRAPH
:	COL	NoCap	B-COLON

Der	PAR	Cap	B-PARAGRAPH
nächste	PAR	NoCap	I-PARAGRAPH
Redner	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
Michael$Grosse-Brömer.	PAR	Cap	I-PARAGRAPH

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Michael	NAME	Cap	B-NAME
Grosse-Brömer	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET
:	COL	NoCap	B-COLON

Frau	TITLE	Cap	B-TITLE
Präsidentin	PRE	Cap	B-PARAGRAPH
!	DOT	NoCap	B-DOT
Liebe	PAR	Cap	B-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT

Was	PAR	Cap	B-PARAGRAPH
mich	PAR	NoCap	I-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Debatte	PAR	Cap	I-PARAGRAPH
immer	PAR	NoCap	I-PARAGRAPH
gestört	PAR	NoCap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ist	PAR	NoCap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
erster	PAR	NoCap	I-PARAGRAPH
Linie	PAR	Cap	I-PARAGRAPH
durch	PAR	NoCap	I-PARAGRAPH
Empörung	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Aufgeregtheit	PAR	Cap	I-PARAGRAPH
geprägt	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Widerspruch	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Glauben	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
irgendjemand	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Haus	PAR	Cap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
findet	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
deutsche	PAR	NoCap	I-PARAGRAPH
Staatsangehörige	PAR	Cap	I-PARAGRAPH
widerrechtlich	PAR	NoCap	I-PARAGRAPH
abgehört	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
?	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Zuruf	MOOD	Cap	B-MOOD
des	PAR	NoCap	B-PARAGRAPH
Abg	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Volker	NAME	Cap	B-NAME
Beck	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
Köln	PAR	Cap	I-PARAGRAPH
]	PAR	NoCap	I-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Glauben	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
irgendjemand	PAR	NoCap	I-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
findet	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Kanzlerin	PAR	Cap	I-PARAGRAPH
oder	PAR	NoCap	I-PARAGRAPH
sonstige	PAR	NoCap	I-PARAGRAPH
Regierungsmitglieder	PAR	Cap	I-PARAGRAPH
abgehört	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
?	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Zurufe	PAR	Cap	B-PARAGRAPH
vom	PAR	NoCap	I-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Zu	PAR	Cap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Debatte	PAR	Cap	I-PARAGRAPH
gehört	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
Aufgeregtheit	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Zu	PAR	Cap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Debatte	PAR	Cap	I-PARAGRAPH
gehören	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
Aufklärung	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
notwendige	PAR	NoCap	B-PARAGRAPH
Forderungen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
gemeinsames	PAR	NoCap	B-PARAGRAPH
Handeln	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Übrigen	PAR	Cap	I-PARAGRAPH
Vorschläge	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wie	PAR	NoCap	B-PARAGRAPH
alles	PAR	NoCap	I-PARAGRAPH
besser	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
kann	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Es	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
wenig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
nur	PAR	NoCap	B-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
fragen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Was	PAR	Cap	B-PARAGRAPH
sollen	PAR	NoCap	I-PARAGRAPH
denn	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
internationalen	PAR	NoCap	I-PARAGRAPH
Abkommen	PAR	Cap	I-PARAGRAPH
?	DOT	NoCap	B-DOT
Wenn	PAR	Cap	B-PARAGRAPH
Ihnen	PAR	Cap	I-PARAGRAPH
internationale	PAR	NoCap	I-PARAGRAPH
Abkommen	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Anfang	PAR	Cap	I-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
unwirksam	PAR	NoCap	I-PARAGRAPH
erscheinen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dannkönnen	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
internationale	PAR	NoCap	I-PARAGRAPH
Politik	PAR	Cap	I-PARAGRAPH
gleich	PAR	NoCap	I-PARAGRAPH
sein	PAR	NoCap	I-PARAGRAPH
lassen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Britta	NAME	Cap	B-NAME
Haßelmann	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Das	PAR	Cap	B-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
doch	PAR	NoCap	I-PARAGRAPH
gar	PAR	NoCap	I-PARAGRAPH
keiner	PAR	NoCap	I-PARAGRAPH
behauptet	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

Die	PAR	Cap	B-PARAGRAPH
Debatte	PAR	Cap	I-PARAGRAPH
um	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
NSA	PAR	Cap	I-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
geprägt	PAR	NoCap	I-PARAGRAPH
sein	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Lösungsvorschlägen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Claudia	NAME	Cap	B-NAME
Roth	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
Augsburg	PAR	Cap	I-PARAGRAPH
]	PAR	NoCap	I-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Genau	PAR	Cap	B-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

Da	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
muss	PAR	NoCap	B-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
waren	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
von	PAR	NoCap	B-PARAGRAPH
Herrn	PAR	Cap	I-PARAGRAPH
Steinmeier	PAR	Cap	I-PARAGRAPH
abgesehen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
relativ	PAR	NoCap	B-PARAGRAPH
blank	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
insbesondere	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE
Gysi	PAR	Cap	B-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Claudia	NAME	Cap	B-NAME
Roth	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
Augsburg	PAR	Cap	I-PARAGRAPH
]	PAR	NoCap	I-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Und	PAR	Cap	B-PARAGRAPH
Ihr	PAR	Cap	I-PARAGRAPH
Innenminister	PAR	Cap	I-PARAGRAPH
?	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

Wir	PAR	Cap	B-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
insbesondere	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Rahmen	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Parlamentarischen	PAR	Cap	I-PARAGRAPH
Kontrollgremiums	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
letzten	PAR	NoCap	I-PARAGRAPH
Wochen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Monaten	TIME	Cap	I-PARAGRAPH
intensivmit	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
beschäftigt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
klare	PAR	NoCap	I-PARAGRAPH
Maßnahmen	PAR	Cap	I-PARAGRAPH
ergriffen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Es	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
deklassifiziert	PAR	NoCap	I-PARAGRAPH
worden;	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
gab	PAR	NoCap	I-PARAGRAPH
einenDeklassifizierungsprozess;	PAR	NoCap	I-PARAGRAPH
Herr	TITLE	Cap	B-TITLE
Ströbele	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Sie	PAR	Cap	B-PARAGRAPH
wissen	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
ja	PAR	NoCap	I-PARAGRAPH
alles	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
weil	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
dabei	PAR	NoCap	I-PARAGRAPH
waren	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wenn	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
hierhinstellen	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
„Es	PAR	NoCap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
nichts	PAR	NoCap	I-PARAGRAPH
passiert“	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
so	PAR	NoCap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
definitivfalsch	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
falsche	PAR	NoCap	I-PARAGRAPH
Behauptung	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Zur	PAR	Cap	B-PARAGRAPH
notwendigen	PAR	NoCap	I-PARAGRAPH
Aufregung	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
